,Salary Estimate,Location,Size,Founded,Type of ownership,Industry,Revenue,salary_min,salary_max,salary_avg,Ubicacion,Antiguedad,Senior,Junior,Public,Private,Size_Num,Revenue_Num,Title_data,Title_engineer,Title_scientist,Title_analyst,Title_machine,Skill_python,Skill_sql,Skill_aws,Skill_excel,Skill_spark
356,$122K-$146K (Glassdoor est.),"Falls Church, VA",51 to 200 employees,2012,Company - Public,Consulting,$1 to $5 million (USD),122000,146000,134000.0,VA,12,0,0,1,0,200.0,5.0,1,0,0,1,0,1,1,0,1,0
357,$122K-$146K (Glassdoor est.),"San Francisco, CA",-1,-1,-1,-1,-1,122000,146000,134000.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,0,1,0,1
363,$122K-$146K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),122000,146000,134000.0,VA,2025,1,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,1,0
364,$112K-$116K (Glassdoor est.),"Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,112000,116000,114000.0,MA,25,0,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
365,$112K-$116K (Glassdoor est.),"Cambridge, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),112000,116000,114000.0,MA,243,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,0,0,1
366,$112K-$116K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),112000,116000,114000.0,VA,2025,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,0,1
367,$112K-$116K (Glassdoor est.),"Oklahoma City, OK",1001 to 5000 employees,1947,Nonprofit Organization,Other,$500 million to $1 billion (USD),112000,116000,114000.0,OK,77,0,0,0,0,5000.0,500.0,0,1,1,0,0,1,0,0,1,0
368,$112K-$116K (Glassdoor est.),"Thousand Oaks, CA",51 to 200 employees,2008,Company - Private,Consulting,Unknown / Non-Applicable,112000,116000,114000.0,CA,16,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
369,$112K-$116K (Glassdoor est.),"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,112000,116000,114000.0,MA,12,0,0,0,1,500.0,147.54861111111111,1,1,0,0,0,1,0,0,0,0
370,$112K-$116K (Glassdoor est.),"Gaithersburg, MD",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),112000,116000,114000.0,MD,111,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,1,1,0,1
371,$112K-$116K (Glassdoor est.),"Edison, NJ",51 to 200 employees,-1,Company - Private,-1,Unknown / Non-Applicable,112000,116000,114000.0,NJ,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
372,$112K-$116K (Glassdoor est.),"Adelphi, MD",10000+ employees,2018,Company - Public,Aerospace & Defense,Unknown / Non-Applicable,112000,116000,114000.0,MD,6,0,0,1,0,10000.0,147.54861111111111,1,0,1,0,0,1,0,0,0,0
373,$112K-$116K (Glassdoor est.),"Washington, DC",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,112000,116000,114000.0,DC,44,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
374,$112K-$116K (Glassdoor est.),"Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Other,$100 to $500 million (USD),112000,116000,114000.0,WA,21,0,0,0,0,500.0,500.0,0,0,1,0,1,0,0,0,0,0
375,$112K-$116K (Glassdoor est.),"Plano, TX",1001 to 5000 employees,1989,Company - Private,Staffing & Outsourcing,$100 to $500 million (USD),112000,116000,114000.0,TX,35,0,0,0,1,5000.0,500.0,1,0,1,0,0,1,0,0,0,0
376,$112K-$116K (Glassdoor est.),"Sunnyvale, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,$1 to $5 million (USD),112000,116000,114000.0,CA,23,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,1,0
377,$112K-$116K (Glassdoor est.),"Denver, CO",201 to 500 employees,2011,Company - Private,Other,Unknown / Non-Applicable,112000,116000,114000.0,CO,13,1,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
378,$112K-$116K (Glassdoor est.),"Thousand Oaks, CA",1001 to 5000 employees,1999,Company - Private,IT Services,$50 to $100 million (USD),112000,116000,114000.0,CA,25,0,0,0,1,5000.0,100.0,1,0,1,0,0,1,1,0,1,0
379,$112K-$116K (Glassdoor est.),"McLean, VA",5001 to 10000 employees,1908,Subsidiary or Business Segment,Other,Unknown / Non-Applicable,112000,116000,114000.0,VA,116,0,0,0,0,10000.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
380,$112K-$116K (Glassdoor est.),"Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,$500 million to $1 billion (USD),112000,116000,114000.0,CA,28,0,0,0,0,1000.0,500.0,1,0,0,0,0,0,1,0,0,0
381,$112K-$116K (Glassdoor est.),"Boston, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,$10+ billion (USD),112000,116000,114000.0,MA,173,0,0,0,1,10000.0,10.0,1,0,0,0,0,0,1,0,1,1
382,$112K-$116K (Glassdoor est.),"Boston, MA",1 to 50 employees,2003,Contract,Computer Hardware & Software,Unknown / Non-Applicable,112000,116000,114000.0,MA,21,0,0,0,0,50.0,147.54861111111111,0,1,1,0,0,1,1,0,0,0
383,$112K-$116K (Glassdoor est.),"Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,$10+ billion (USD),112000,116000,114000.0,CT,171,0,0,1,0,10000.0,10.0,1,1,0,0,0,1,1,1,0,1
384,$112K-$116K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Unknown / Non-Applicable,112000,116000,114000.0,CA,13,1,0,0,0,5000.0,147.54861111111111,1,0,0,1,0,1,1,0,0,0
385,$110K-$163K (Glassdoor est.),"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Unknown / Non-Applicable,110000,163000,136500.0,MA,12,1,0,0,1,500.0,147.54861111111111,1,0,1,0,0,0,0,0,0,0
386,$110K-$163K (Glassdoor est.),"Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,$10 to $25 million (USD),110000,163000,136500.0,CO,15,0,0,0,1,200.0,25.0,1,0,1,0,0,0,0,0,1,0
387,$110K-$163K (Glassdoor est.),"Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),110000,163000,136500.0,MA,46,0,0,1,0,10000.0,10.0,1,0,0,0,0,0,0,0,1,0
388,$110K-$163K (Glassdoor est.),"San Francisco, CA",-1,-1,-1,-1,-1,110000,163000,136500.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,1,1
390,$110K-$163K (Glassdoor est.),"Redwood City, CA",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,110000,163000,136500.0,CA,9,1,0,0,1,1000.0,147.54861111111111,0,0,1,0,1,1,1,1,0,0
391,$110K-$163K (Glassdoor est.),"Fremont, CA",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,$1 to $2 billion (USD),110000,163000,136500.0,CA,43,0,0,1,0,10000.0,2.0,1,1,1,0,0,1,0,0,1,0
392,$110K-$163K (Glassdoor est.),"Hamilton, NJ",1001 to 5000 employees,-1,Company - Private,Biotech & Pharmaceuticals,$100 to $500 million (USD),110000,163000,136500.0,NJ,2025,1,0,0,1,5000.0,500.0,1,0,1,0,0,0,0,0,1,0
393,$110K-$163K (Glassdoor est.),"Falls Church, VA",51 to 200 employees,2005,Company - Private,Other,$25 to $50 million (USD),110000,163000,136500.0,VA,19,0,0,0,1,200.0,50.0,1,1,0,0,0,1,1,0,0,0
394,$110K-$163K (Glassdoor est.),"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,110000,163000,136500.0,IL,9,0,0,0,1,1000.0,147.54861111111111,0,0,1,0,0,0,0,1,0,0
395,$110K-$163K (Glassdoor est.),"Indianapolis, IN",10000+ employees,1912,Company - Private,Insurance Carriers,$10+ billion (USD),110000,163000,136500.0,IN,112,0,0,0,1,10000.0,10.0,1,1,0,0,0,1,1,0,0,0
396,$110K-$163K (Glassdoor est.),"Washington, DC",501 to 1000 employees,1996,Company - Private,IT Services,$100 to $500 million (USD),110000,163000,136500.0,DC,28,0,0,0,1,1000.0,500.0,1,0,1,0,0,0,0,0,1,0
397,$110K-$163K (Glassdoor est.),"Herndon, VA",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,$2 to $5 billion (USD),110000,163000,136500.0,VA,2025,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,0,0,0,0
398,$110K-$163K (Glassdoor est.),"Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,$100 to $500 million (USD),110000,163000,136500.0,AL,50,0,0,0,1,5000.0,500.0,0,1,1,0,0,1,0,0,0,0
399,$110K-$163K (Glassdoor est.),"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,$100 to $500 million (USD),110000,163000,136500.0,MA,14,0,0,0,1,500.0,500.0,0,0,1,0,0,0,0,0,0,0
400,$110K-$163K (Glassdoor est.),"Herndon, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,$100 to $500 million (USD),110000,163000,136500.0,VA,12,1,0,0,1,1000.0,500.0,1,0,0,1,0,1,1,0,1,0
401,$110K-$163K (Glassdoor est.),"Merrifield, VA",10000+ employees,1933,Other Organization,Other,Unknown / Non-Applicable,110000,163000,136500.0,VA,91,0,0,0,0,10000.0,147.54861111111111,1,1,0,0,0,0,1,0,0,0
402,$110K-$163K (Glassdoor est.),"Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,$100 to $500 million (USD),110000,163000,136500.0,WI,29,1,0,1,0,5000.0,500.0,0,0,1,0,0,0,0,0,0,0
403,$110K-$163K (Glassdoor est.),"Philadelphia, PA",201 to 500 employees,1994,Company - Private,Health Care Services & Hospitals,$500 million to $1 billion (USD),110000,163000,136500.0,PA,30,1,0,0,1,500.0,500.0,1,0,0,1,0,0,1,0,1,0
404,$110K-$163K (Glassdoor est.),"Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Other,$10+ billion (USD),110000,163000,136500.0,NC,149,1,0,0,1,10000.0,10.0,0,0,1,0,0,0,0,0,1,0
405,$110K-$163K (Glassdoor est.),"Raleigh, NC",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,110000,163000,136500.0,NC,8,1,0,0,1,200.0,147.54861111111111,0,1,0,0,1,0,0,1,0,1
406,$124K-$198K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,$2 to $5 billion (USD),124000,198000,161000.0,CA,18,0,0,1,0,5000.0,5.0,1,0,1,0,0,1,0,0,0,0
407,$124K-$198K (Glassdoor est.),"San Francisco, CA",1001 to 5000 employees,2011,Company - Private,Other,Unknown / Non-Applicable,124000,198000,161000.0,CA,13,0,0,0,1,5000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,1
408,$124K-$198K (Glassdoor est.),"Columbia, MD",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,$10 to $25 million (USD),124000,198000,161000.0,MD,14,0,0,0,1,200.0,25.0,1,0,1,0,0,1,0,0,0,1
409,$124K-$198K (Glassdoor est.),"San Mateo, CA",Unknown,-1,Unknown,-1,Unknown / Non-Applicable,124000,198000,161000.0,CA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,0,0,1,0,0
410,$124K-$198K (Glassdoor est.),"Boston, MA",201 to 500 employees,2018,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,124000,198000,161000.0,MA,6,0,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,0,0,0,0
411,$124K-$198K (Glassdoor est.),"Burbank, CA",1 to 50 employees,2005,Company - Private,IT Services,Unknown / Non-Applicable,124000,198000,161000.0,CA,19,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,1,1,1
412,$124K-$198K (Glassdoor est.),"Sunnyvale, CA",1 to 50 employees,-1,Company - Private,Enterprise Software & Network Solutions,Unknown / Non-Applicable,124000,198000,161000.0,CA,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,0,0,0,1
413,$124K-$198K (Glassdoor est.),"San Ramon, CA",1 to 50 employees,-1,Company - Private,Advertising & Marketing,$1 to $5 million (USD),124000,198000,161000.0,CA,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,0,0
414,$124K-$198K (Glassdoor est.),"Washington, DC",1 to 50 employees,-1,Company - Private,Consulting,$1 to $5 million (USD),124000,198000,161000.0,DC,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,0,0
415,$124K-$198K (Glassdoor est.),"Springfield, VA",51 to 200 employees,2014,Company - Private,Aerospace & Defense,$10 to $25 million (USD),124000,198000,161000.0,VA,10,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,0,0
416,$124K-$198K (Glassdoor est.),"Phoenix, AZ",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,$100 to $500 million (USD),124000,198000,161000.0,AZ,25,0,0,0,0,500.0,500.0,1,0,1,0,0,1,1,0,0,0
417,$124K-$198K (Glassdoor est.),"Oxnard, CA",10000+ employees,1914,Company - Public,Consulting,$5 to $10 billion (USD),124000,198000,161000.0,CA,110,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,0,0,0,0
418,$124K-$198K (Glassdoor est.),"Kansas City, MO",5001 to 10000 employees,1898,Company - Private,Other,$1 to $2 billion (USD),124000,198000,161000.0,MO,126,0,0,0,1,10000.0,2.0,1,0,1,0,0,1,1,0,1,0
419,$124K-$198K (Glassdoor est.),"Jersey City, NJ",201 to 500 employees,2010,Company - Private,IT Services,$1 to $5 million (USD),124000,198000,161000.0,NJ,14,0,0,0,1,500.0,5.0,1,0,1,0,0,1,1,0,0,0
420,$124K-$198K (Glassdoor est.),"Manchester, NH",10000+ employees,1948,Company - Public,Staffing & Outsourcing,$2 to $5 billion (USD),124000,198000,161000.0,NH,76,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,1,0,0,1
421,$124K-$198K (Glassdoor est.),"Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Other,$100 to $500 million (USD),124000,198000,161000.0,IA,32,0,0,0,1,1000.0,500.0,1,0,0,1,0,0,1,0,1,0
422,$124K-$198K (Glassdoor est.),"Winters, TX",1 to 50 employees,-1,Company - Private,Other,Less than $1 million (USD),124000,198000,161000.0,TX,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,1,1,1,1
423,$124K-$198K (Glassdoor est.),"Ann Arbor, MI",1001 to 5000 employees,2005,Company - Public,Internet,$2 to $5 billion (USD),124000,198000,161000.0,MI,19,0,0,1,0,5000.0,5.0,1,0,1,0,0,1,0,0,0,1
424,$124K-$198K (Glassdoor est.),"Brooklyn, NY",Unknown,-1,Company - Private,-1,Unknown / Non-Applicable,124000,198000,161000.0,NY,2025,0,0,0,1,3313.375796178344,147.54861111111111,1,0,1,0,0,1,0,0,0,0
425,$124K-$198K (Glassdoor est.),"New York, NY",1 to 50 employees,-1,Company - Private,Consulting,$1 to $5 million (USD),124000,198000,161000.0,NY,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,0,1,0,1,0
426,$124K-$198K (Glassdoor est.),"McLean, VA",51 to 200 employees,2008,Company - Private,Consulting,$10 to $25 million (USD),124000,198000,161000.0,VA,16,0,0,0,1,200.0,25.0,1,0,1,0,0,1,0,0,1,0
427,$79K-$133K (Glassdoor est.),"New York, NY",501 to 1000 employees,2012,Company - Private,Internet,Unknown / Non-Applicable,79000,133000,106000.0,NY,12,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
428,$79K-$133K (Glassdoor est.),"Saint Louis, MO",201 to 500 employees,2012,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD),79000,133000,106000.0,MO,12,1,0,0,1,500.0,5.0,1,0,1,0,0,1,0,0,1,0
429,$79K-$133K (Glassdoor est.),"Concord, CA",51 to 200 employees,-1,Company - Private,Consulting,$5 to $10 million (USD),79000,133000,106000.0,CA,2025,0,0,0,1,200.0,10.0,1,0,1,0,0,0,0,0,0,0
430,$79K-$133K (Glassdoor est.),"Fort Belvoir, VA",Unknown,-1,Company - Public,-1,Unknown / Non-Applicable,79000,133000,106000.0,VA,2025,0,0,1,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,0,0,1,0
431,$79K-$133K (Glassdoor est.),"Cincinnati, OH",1 to 50 employees,-1,Company - Private,-1,Unknown / Non-Applicable,79000,133000,106000.0,OH,2025,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,0,0,0,1,0
432,$79K-$133K (Glassdoor est.),"San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,$50 to $100 million (USD),79000,133000,106000.0,CA,16,0,0,0,1,200.0,100.0,1,1,0,0,0,1,1,0,1,0
433,$79K-$133K (Glassdoor est.),"Germantown, MD",51 to 200 employees,-1,Company - Private,IT Services,Unknown / Non-Applicable,79000,133000,106000.0,MD,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
434,$79K-$133K (Glassdoor est.),"Omaha, NE",10000+ employees,1956,Company - Public,Other,$2 to $5 billion (USD),79000,133000,106000.0,NE,68,0,0,1,0,10000.0,5.0,1,0,1,0,0,0,0,0,0,0
435,$79K-$133K (Glassdoor est.),"McLean, VA",1 to 50 employees,-1,Company - Private,-1,$1 to $5 million (USD),79000,133000,106000.0,VA,2025,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,0,0
436,$79K-$133K (Glassdoor est.),"Open Fork, VA",1 to 50 employees,2018,Company - Private,Staffing & Outsourcing,Unknown / Non-Applicable,79000,133000,106000.0,VA,6,0,0,0,1,50.0,147.54861111111111,1,0,1,0,1,1,0,0,0,1
437,$79K-$133K (Glassdoor est.),"Reston, VA",51 to 200 employees,-1,Company - Private,IT Services,Unknown / Non-Applicable,79000,133000,106000.0,VA,2025,0,0,0,1,200.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
439,$79K-$133K (Glassdoor est.),"San Carlos, CA",201 to 500 employees,2014,Company - Private,Other,Unknown / Non-Applicable,79000,133000,106000.0,CA,10,0,0,0,1,500.0,147.54861111111111,1,0,1,0,0,1,0,0,1,0
440,$79K-$133K (Glassdoor est.),"Boston, MA",1 to 50 employees,-1,Private Practice / Firm,Health Care Services & Hospitals,Less than $1 million (USD),79000,133000,106000.0,MA,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,0,1,0,0
441,$79K-$133K (Glassdoor est.),"Ashburn, VA",1 to 50 employees,-1,Company - Public,-1,Unknown / Non-Applicable,79000,133000,106000.0,VA,2025,0,0,1,0,50.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
442,$79K-$133K (Glassdoor est.),"Lombard, IL",10000+ employees,2007,Company - Public,IT Services,Unknown / Non-Applicable,79000,133000,106000.0,IL,17,0,0,1,0,10000.0,147.54861111111111,1,0,1,0,0,0,1,1,1,0
443,$79K-$133K (Glassdoor est.),"Hampton, VA",1001 to 5000 employees,1977,Company - Private,Other,$100 to $500 million (USD),79000,133000,106000.0,VA,47,0,0,0,1,5000.0,500.0,1,0,1,0,0,1,0,0,1,0
444,$79K-$133K (Glassdoor est.),"San Francisco, CA",Unknown,2019,Company - Private,Other,Unknown / Non-Applicable,79000,133000,106000.0,CA,5,0,0,0,1,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,0,0,1
445,$79K-$133K (Glassdoor est.),"New York, NY",501 to 1000 employees,2000,Company - Private,Other,Unknown / Non-Applicable,79000,133000,106000.0,NY,24,0,0,0,1,1000.0,147.54861111111111,0,1,1,0,1,0,0,0,0,0
446,$69K-$116K (Glassdoor est.),"Saint Louis, MO",201 to 500 employees,1994,Company - Private,Staffing & Outsourcing,$25 to $50 million (USD),69000,116000,92500.0,MO,30,0,0,0,1,500.0,50.0,1,0,1,0,0,1,0,0,1,0
447,$69K-$116K (Glassdoor est.),"San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,$2 to $5 billion (USD),69000,116000,92500.0,CA,42,1,0,1,0,10000.0,5.0,1,0,1,0,0,1,0,1,1,1
448,$69K-$116K (Glassdoor est.),"Edison, NJ",10000+ employees,-1,Nonprofit Organization,Health Care Services & Hospitals,$5 to $10 billion (USD),69000,116000,92500.0,NJ,2025,0,0,0,0,10000.0,10.0,1,0,1,0,0,1,0,0,0,0
449,$69K-$116K (Glassdoor est.),"Cambridge, MA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD),69000,116000,92500.0,MA,28,1,0,1,0,10000.0,10.0,1,0,1,0,0,0,0,0,0,0
450,$69K-$116K (Glassdoor est.),"Alpharetta, GA",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,$100 to $500 million (USD),69000,116000,92500.0,GA,17,0,0,0,1,5000.0,500.0,1,0,1,0,0,1,1,0,1,1
451,$69K-$116K (Glassdoor est.),"Boulder, CO",1001 to 5000 employees,2009,Company - Public,Internet,Unknown / Non-Applicable,69000,116000,92500.0,CO,15,0,0,1,0,5000.0,147.54861111111111,1,0,1,0,0,1,1,1,0,1
452,$69K-$116K (Glassdoor est.),"Atlanta, GA",10000+ employees,1911,Company - Public,IT Services,$10+ billion (USD),69000,116000,92500.0,GA,113,0,0,1,0,10000.0,10.0,1,0,1,0,0,1,0,1,1,0
453,$69K-$116K (Glassdoor est.),"Falls Church, VA",51 to 200 employees,2007,Company - Private,Consulting,$25 to $50 million (USD),69000,116000,92500.0,VA,17,0,0,0,1,200.0,50.0,1,0,1,0,0,1,1,1,0,0
454,$69K-$116K (Glassdoor est.),"Mountain View, CA",1 to 50 employees,2009,Company - Private,IT Services,$1 to $5 million (USD),69000,116000,92500.0,CA,15,0,0,0,1,50.0,5.0,1,0,1,0,0,1,1,0,1,0
455,$69K-$116K (Glassdoor est.),"Kent, OH",10000+ employees,1880,Self-employed,Other,$1 to $2 billion (USD),69000,116000,92500.0,OH,144,0,0,0,0,10000.0,2.0,1,0,1,0,0,1,1,0,1,0
456,$69K-$116K (Glassdoor est.),"Trumbull, CT",501 to 1000 employees,2006,Company - Private,Insurance Carriers,$50 to $100 million (USD),69000,116000,92500.0,CT,18,0,0,0,1,1000.0,100.0,1,0,1,0,0,1,0,0,1,0
457,$69K-$116K (Glassdoor est.),"San Francisco, CA",1 to 50 employees,-1,Company - Private,-1,Less than $1 million (USD),69000,116000,92500.0,CA,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,0,0,0,0
458,$69K-$116K (Glassdoor est.),"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Other,Unknown / Non-Applicable,69000,116000,92500.0,PA,40,0,0,0,0,1000.0,147.54861111111111,0,1,0,0,1,1,0,0,0,0
459,$69K-$116K (Glassdoor est.),"Sterling, VA",-1,-1,-1,-1,-1,69000,116000,92500.0,VA,2025,0,0,0,0,3313.375796178344,147.54861111111111,1,0,1,0,0,1,1,1,0,1
460,$69K-$116K (Glassdoor est.),"New York, NY",1001 to 5000 employees,1968,Company - Public,Advertising & Marketing,$100 to $500 million (USD),69000,116000,92500.0,NY,56,0,0,1,0,5000.0,500.0,1,0,1,0,0,1,1,0,1,0
461,$69K-$116K (Glassdoor est.),"Alpharetta, GA",501 to 1000 employees,2009,Company - Private,Consulting,Unknown / Non-Applicable,69000,116000,92500.0,GA,15,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,0,1,1,0,0,0
462,$69K-$116K (Glassdoor est.),"Philadelphia, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,$5 to $10 million (USD),69000,116000,92500.0,PA,2025,0,0,0,1,50.0,10.0,1,0,1,0,0,1,1,1,0,1
463,$69K-$116K (Glassdoor est.),"Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Other,$100 to $500 million (USD),69000,116000,92500.0,CA,38,0,0,0,0,500.0,500.0,1,0,0,1,0,1,1,0,0,0
464,$69K-$116K (Glassdoor est.),"Foster City, CA",51 to 200 employees,-1,Company - Private,IT Services,Less than $1 million (USD),69000,116000,92500.0,CA,2025,0,0,0,1,200.0,1.0,1,0,1,0,0,1,1,0,0,0
465,$69K-$116K (Glassdoor est.),"New York, NY",1 to 50 employees,2011,Company - Private,IT Services,Unknown / Non-Applicable,69000,116000,92500.0,NY,13,0,0,0,1,50.0,147.54861111111111,1,0,1,0,0,1,1,0,1,0
466,$69K-$116K (Glassdoor est.),"Frederick, MD",51 to 200 employees,1989,Company - Private,Staffing & Outsourcing,$10 to $25 million (USD),69000,116000,92500.0,MD,35,0,0,0,1,200.0,25.0,1,0,1,0,0,1,1,0,1,0
467,$31K-$56K (Glassdoor est.),"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable,31000,56000,43500.0,IL,9,0,0,0,1,1000.0,147.54861111111111,1,0,1,0,1,1,1,1,0,0
468,$31K-$56K (Glassdoor est.),"Santa Clara, CA",1001 to 5000 employees,2006,Company - Private,Enterprise Software & Network Solutions,$50 to $100 million (USD),31000,56000,43500.0,CA,18,0,0,0,1,5000.0,100.0,1,0,1,0,0,1,1,0,1,0
469,$31K-$56K (Glassdoor est.),"New York, NY",51 to 200 employees,2012,Company - Private,Other,Unknown / Non-Applicable,31000,56000,43500.0,NY,12,0,0,0,1,200.0,147.54861111111111,1,0,0,0,0,1,0,0,1,1
470,$31K-$56K (Glassdoor est.),"Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Other,$100 to $500 million (USD),31000,56000,43500.0,MN,25,1,0,1,0,5000.0,500.0,0,0,0,1,0,0,1,0,0,0
471,$31K-$56K (Glassdoor est.),"Colorado Springs, CO",501 to 1000 employees,2004,Company - Private,Aerospace & Defense,$50 to $100 million (USD),31000,56000,43500.0,CO,20,0,0,0,1,1000.0,100.0,1,0,1,0,0,1,1,0,1,0
472,$31K-$56K (Glassdoor est.),"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,$10+ billion (USD),31000,56000,43500.0,CA,54,0,0,1,0,10000.0,10.0,1,1,0,0,0,1,0,1,0,1
474,$31K-$56K (Glassdoor est.),"Cincinnati, OH",1001 to 5000 employees,1887,Company - Private,Other,$2 to $5 billion (USD),31000,56000,43500.0,OH,137,0,0,0,1,5000.0,5.0,1,0,1,0,0,0,0,0,0,0
475,$31K-$56K (Glassdoor est.),"Atlanta, GA",5001 to 10000 employees,2000,Company - Public,Other,$2 to $5 billion (USD),31000,56000,43500.0,GA,24,0,0,1,0,10000.0,5.0,1,0,1,0,0,1,0,0,1,0
476,$31K-$56K (Glassdoor est.),"Washington, DC",1 to 50 employees,-1,Company - Private,-1,Less than $1 million (USD),31000,56000,43500.0,DC,2025,0,0,0,1,50.0,1.0,1,0,1,0,0,1,1,0,1,1
477,$31K-$56K (Glassdoor est.),"Arlington, VA",51 to 200 employees,1987,Nonprofit Organization,Other,$25 to $50 million (USD),31000,56000,43500.0,VA,37,0,0,0,0,200.0,50.0,1,0,1,0,0,1,1,1,1,0
